image_path,valence,arousal,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43
DiffusionEmotion_S/cropped/neutral/aksjlkjl_0.png,-0.1,0.1,0.34429797530174255,0.3792467713356018,0.3509930372238159,0.3931275010108948,0.2316887527704239,1.0,0.4308459162712097,0.018979324027895927,1.0,0.2243594527244568,0.43672510981559753,0.6190406084060669,0.5155086517333984,0.0,0.7019363045692444,0.42887571454048157,0.11911096423864365,0.04860975593328476,0.4889409840106964,0.3999675512313843
DiffusionEmotion_S/cropped/neutral/aksndlkn_0.png,0.0,0.0,0.5059962868690491,0.38902318477630615,0.5907295346260071,0.2999590337276459,0.19216947257518768,0.0,0.4581534266471863,0.12286043912172318,1.0,0.2933097779750824,0.7051079273223877,0.6441758275032043,0.49658212065696716,0.0,0.676673412322998,0.5537031292915344,0.07510119676589966,0.21023622155189514,0.3616911768913269,0.8498153686523438
DiffusionEmotion_S/cropped/neutral/anavqmjd_0.png,-0.1,-0.1,0.3285095691680908,0.24290449917316437,0.18701080977916718,0.2751779854297638,0.3193085193634033,1.0,0.45291846990585327,0.9263840913772583,0.0,0.1682589054107666,0.5480926036834717,0.5208910703659058,0.5138709545135498,0.0,0.5871476531028748,0.5230196714401245,0.25142139196395874,0.11611341685056686,0.3081487715244293,0.670752763748169
DiffusionEmotion_S/cropped/neutral/aovjrrax_0.png,-0.2,-0.1,0.30397915840148926,0.3359317183494568,0.07543046027421951,0.519162654876709,0.14618302881717682,0.0,0.15315428376197815,0.0005709357210434973,0.0,0.04731561616063118,0.3609715700149536,0.04731602594256401,0.5838777422904968,0.0,0.49046653509140015,0.606462299823761,0.7095943093299866,0.2589418590068817,0.08239598572254181,0.055319059640169144
DiffusionEmotion_S/cropped/neutral/aptzlpuo_0.png,-0.1,-0.1,0.5854477286338806,0.4151639938354492,0.29098743200302124,0.5732539296150208,0.05838216468691826,0.0,0.12868839502334595,0.00546552799642086,1.0,0.03286275640130043,0.13093072175979614,0.16043969988822937,0.4417012333869934,0.0,0.3375471234321594,0.3372233211994171,0.09154113382101059,0.18343600630760193,0.19485966861248016,0.08473797142505646
DiffusionEmotion_S/cropped/neutral/axelgnme_0.png,0.0,-0.1,0.41586387157440186,0.3267984688282013,0.22650209069252014,0.37123897671699524,0.43610885739326477,0.0,0.4417175352573395,0.011043163016438484,0.0,0.48501232266426086,0.4751991033554077,0.47515225410461426,0.39820459485054016,0.0,0.32534080743789673,0.5758181810379028,0.11892399936914444,0.09940240532159805,0.1852942407131195,0.22084176540374756
DiffusionEmotion_S/cropped/neutral/aywskztb_0.png,0.0,0.0,0.3083256185054779,0.21189400553703308,0.5413879156112671,0.279828816652298,0.29626157879829407,1.0,0.39772313833236694,0.0628991648554802,0.0,0.21919849514961243,0.6069974303245544,0.5260032415390015,0.4274154603481293,0.0,0.588545560836792,0.31940770149230957,0.242159903049469,0.029660750180482864,0.43788233399391174,0.45373257994651794
DiffusionEmotion_S/cropped/neutral/balgskek_0.png,-0.1,-0.1,0.3460698127746582,0.24495930969715118,0.3457256555557251,0.3629809021949768,0.1532001793384552,0.0,0.27570047974586487,0.11729636043310165,1.0,0.16775430738925934,0.6130756139755249,0.16316266357898712,0.37064164876937866,0.0,0.559838593006134,0.687656819820404,0.1354021579027176,0.23366059362888336,0.08456674218177795,0.22610844671726227
DiffusionEmotion_S/cropped/neutral/bbuwxuqm_0.png,0.0,0.0,0.3025120794773102,0.256104052066803,0.2957437038421631,0.30455294251441956,0.3213872015476227,1.0,0.3605652153491974,0.7213987708091736,0.0,0.2334495484828949,0.6301717162132263,0.34069907665252686,0.4892587959766388,0.0,0.38494008779525757,0.4679815173149109,0.014556885696947575,0.09039294719696045,0.6881982684135437,0.5765313506126404
DiffusionEmotion_S/cropped/neutral/bddhbpcn_0.png,0.0,-0.1,0.39259326457977295,0.2318883091211319,0.5080182552337646,0.37088340520858765,0.25715136528015137,0.0,0.39015018939971924,0.06283938884735107,0.0,0.1572704166173935,0.4549295902252197,0.5912802219390869,0.41459760069847107,0.0,0.4968583881855011,0.43805620074272156,0.6019530892372131,0.10881185531616211,0.7300096750259399,0.6658802032470703
